"",".id","year","scenario","qimd","friendly_name","baseline","serial_ensemble","parallel_ensemble","parallel_ensemble_wt","init_year","cancel_program","annual_coverage","annual_coverage_cost","annual_uptake","annual_uptake_cost","antihtn_px","statin_px","prescription_target","lifestyle_target","lifestyle_target_cost","cpp_chd","dpp_chd","cpp_stroke","dpp_stroke","dpp_other","net_utility","net_cost","sei","rei","cpp_t2dm","cpp_af","cpp_lc","cpp_chd_cml","cpp_stroke_cml","cpp_t2dm_cml","cpp_af_cml","cpp_lc_cml","dpp_chd_cml","dpp_stroke_cml","dpp_other_cml","net_utility_cml","net_cost_cml","nmb_cml"
"18",2,2017,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,0,0,-1,4,2.18656503231496,11256.0086028306,-47.3995620017191,4.12746622930253e-05,1,0,0.2,2,0,1,0,0,0,-1,4,2.18656503231496,11256.0086028306,32475.2920434685
"19",2,2017,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,1,-2,-1,-4,2.00421996817681,25997.5970736157,-77.8028160652793,0.000112497774367298,0,-1,0,0,-2,0,-1,0,1,-1,-4,2.00421996817681,25997.5970736157,14086.8022899206
"20",2,2017,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,0,1,1,-2,0.0907299194217437,-13406.9985914556,3.41973023116949,-1.71800839666413e-05,0,0.5,0,0,1,0,0,0,0,1,-2,0.0907299194217437,-13406.9985914556,15221.5969798904
"21",3,2017,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,4,1,1,0,2,1.3335736369931,55493.8821406442,41.2683881235654,6.99159635767171e-05,2,0.5,0.4,4,1,2,0,0,1,0,2,1.3335736369931,55493.8821406442,-28822.4094007821
"22",3,2017,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,5,0,-1,2,0,-0.509716465703542,28360.0200089232,-206.708000348682,-1.55323917494737e-05,2.5,-0.5,0.5,5,-1,2,0,0,0,2,0,-0.509716465703542,28360.0200089232,-38554.3493229941
"23",3,2017,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,1,2,-1,1,-1.24587621289196,-37072.3827692847,86.241017186202,-5.80445006502164e-06,-1,1,-0.2,-2,2,-1,1,0,1,-1,1,-1.24587621289196,-37072.3827692847,12154.8585114456
"24",3,2017,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-2,2,-1,3,-1.04423448009313,8950.57455347859,92.1143362988559,-1.57724120776005e-05,0,1,0,0,2,0,1,0,-2,-1,3,-1.04423448009313,8950.57455347859,-29835.2641553411
"25",3,2017,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,0,2,2,0,1.43723831196323,-2814.11338029755,-34.1929746518272,2.9872244736935e-06,1,1,0.2,2,2,1,1,0,0,2,0,1.43723831196323,-2814.11338029755,31558.8796195621
"26",3,2017,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-2,0,0,1,0.47301708723239,-15058.4529416171,264.95994195665,4.01027869949941e-05,0.5,0,0.1,1,0,0,0,0,-2,0,1,0.47301708723239,-15058.4529416171,24518.7946862649
"27",3,2017,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,-1,1,-2,0,-1.86685027571602,22960.9023025833,-181.64302128679,3.84321464772839e-05,1.5,0.5,0.3,3,1,2,0,0,-1,-2,0,-1.86685027571602,22960.9023025833,-60297.9078169038
"28",3,2017,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-3,4,0,1,1,7.1024057971521,-1600.54872571077,-163.594516876305,4.26517905526061e-05,-1.5,0,-0.3,-3,0,-2,0,0,4,1,1,7.1024057971521,-1600.54872571077,143648.664668753
"29",3,2017,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,0,0,0,2,3.83732204708747,36356.6038766984,-152.242442389014,0.000143672875981814,1,0,0.2,2,0,1,0,0,0,0,2,3.83732204708747,36356.6038766984,40389.8370650511
"30",3,2017,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,1,-2,-1,-2,2.38369735900467,16578.1030766265,30.0208852309135,2.49350451331813e-05,-1,-1,-0.2,-2,-2,-1,-1,0,1,-1,-2,2.38369735900467,16578.1030766265,31095.8441034669
"31",4,2017,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-1,4,-1,2,0.185430709926119,42612.2911240063,22.069594753662,8.08134667979749e-05,0,2,0,0,4,0,2,0,-1,-1,2,0.185430709926119,42612.2911240063,-38903.6769254839
"32",4,2017,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,0,1,0,6,0.53689015376133,-9966.68376206958,-44.6313647600302,-3.33107918562614e-07,-0.5,0.5,-0.1,-1,1,0,0,0,0,0,6,0.53689015376133,-9966.68376206958,20704.4868372962
"33",4,2017,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,3,1,0,4,-0.567382658918819,22996.473329675,-48.8471198903773,7.62749198710944e-05,1,0.5,0.2,2,1,1,0,0,3,0,4,-0.567382658918819,22996.473329675,-34344.1265080514
"34",4,2017,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,3,-2,-1,-1,-2.27536922385201,30038.1220427846,38.7550475431031,-0.000252375730606281,-0.5,-1,-0.1,-1,-2,0,-1,0,3,-1,-1,-2.27536922385201,30038.1220427846,-75545.5065198247
"35",4,2017,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,2,-1,-2,3,0.606061312443867,8765.31799660787,65.1546170916255,0.000225057134650767,-0.5,-0.5,-0.1,-1,-1,0,0,0,2,-2,3,0.606061312443867,8765.31799660787,3355.90825226948
"36",4,2017,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,7,1,2,-1,1,1.22971928155325,64290.4206337237,-137.944437297342,3.16546157233571e-05,3.5,1,0.7,7,2,4,1,1,1,-1,1,1.22971928155325,64290.4206337237,-39696.0350026588
"37",4,2017,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,-1,-1,0,-1,-0.114057252322784,14131.6372210086,624.412159417395,-1.25926836622557e-05,1.5,-0.5,0.3,3,-1,2,0,0,-1,0,-1,-0.114057252322784,14131.6372210086,-16412.7822674643
"38",4,2017,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,-1,-1,3,-1,-2.80352731078051,8502.81175112133,-57.9760691658307,0.000118269522425178,-1,-0.5,-0.2,-2,-1,-1,0,0,-1,3,-1,-2.80352731078051,8502.81175112133,-64573.3579667316
"39",4,2017,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-2,3,-1,-4,-2.46852522165596,-4571.23174760993,196.234551401529,7.92516528118966e-05,0.5,1.5,0.1,1,3,0,2,0,-2,-1,-4,-2.46852522165596,-4571.23174760993,-44799.2726855093
"40",4,2017,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,1,-1,0,0,-1.7076471652189,-20758.0680903342,113.817614484494,1.53121385803231e-05,-0.5,-0.5,-0.1,-1,-1,0,0,0,1,0,0,-1.7076471652189,-20758.0680903342,-13394.8752140439
"41",5,2017,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,6,-1,1,-1,-2,2.75926748679025,25928.2559804904,-74.6472485224827,-6.74811381135508e-05,3,0.5,0.6,6,1,3,0,1,-1,-1,-2,2.75926748679025,25928.2559804904,29257.0937553145
"42",5,2017,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,0,0,1,3,-0.010491756935694,17168.6605707408,16.4491122588189,-1.85150198049206e-05,0,0,0,0,0,0,0,0,0,1,3,-0.010491756935694,17168.6605707408,-17378.4957094547
"43",5,2017,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,2,0,0,2.34597892157238,11924.3978716697,82.5101218327949,2.12825746836863e-06,1,1,0.2,2,2,1,1,0,-1,0,0,2.34597892157238,11924.3978716697,34995.180559778
"44",5,2017,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-1,1,2,-1,-1.85952402997013,4340.71256783799,-21.0939112952374,2.70249897183571e-05,0.5,0.5,0.1,1,1,0,0,0,-1,2,-1,-1.85952402997013,4340.71256783799,-41531.1931672406
"45",5,2017,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-1,-1,-2,-2,3.75969666564439,4319.64216967424,141.830501945279,1.16549703257071e-05,0.5,-0.5,0.1,1,-1,0,0,0,-1,-2,-2,3.75969666564439,4319.64216967424,70874.2911432135
"46",5,2017,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,4,-2,6,0,-2,3.37466407309568,48950.1846280947,521.72970639397,8.3090775008669e-05,2,3,0.4,4,6,2,3,0,-2,0,-2,3.37466407309568,48950.1846280947,18543.096833819
"47",5,2017,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-2,1,4,2,-2.40021921515319,-25709.521284934,824.582947023368,-1.54921184781116e-05,-0.5,0.5,-0.1,-1,1,0,0,0,-2,4,2,-2.40021921515319,-25709.521284934,-22294.8630181298
"48",5,2017,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,-1,-1,-1,-3,0.240784286182822,27451.9094555347,420.365303397455,3.73179235056395e-05,-1,-0.5,-0.2,-2,-1,-1,0,0,-1,-1,-3,0.240784286182822,27451.9094555347,-22636.2237318782
"49",5,2017,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,0,0,0,0,0.201225091515428,21137.4519722273,-154.644103320966,6.07083651100373e-05,0,0,0,0,0,0,0,0,0,0,0,0.201225091515428,21137.4519722273,-17112.9501419187
"50",5,2017,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-1,-1,-2,2,-2.92325886459499,-12235.6979730634,-19.4615826406904,6.55104880675026e-05,0.5,-0.5,0.1,1,-1,0,0,0,-1,-2,2,-2.92325886459499,-12235.6979730634,-46229.4793188364
"51",6,2017,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,4,0,4,1,-2,0.476599074893005,8042.45238533177,110.792287289829,-2.75607781180428e-06,2,2,0.4,4,4,2,2,0,0,1,-2,0.476599074893005,8042.45238533177,1489.52911252832
"52",6,2017,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-2,1,0,0,-0.641330305208521,35663.464819181,-113.140627847977,-1.10555892082732e-05,0,0.5,0,0,1,0,0,0,-2,0,0,-0.641330305208521,35663.464819181,-48490.0709233514
"53",6,2017,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,0,1,1,-2,4.45854533436847,23528.0709002625,1.2626356864024,-1.34074154627689e-05,-1,0.5,-0.2,-2,1,-1,0,0,0,1,-2,4.45854533436847,23528.0709002625,65642.8357871068
"54",6,2017,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-3,0,1,-1,4,5.02375951493377,-31904.4666714919,100.61192896048,6.4325885043701e-05,-1.5,0.5,-0.3,-3,1,-2,0,0,0,-1,4,5.02375951493377,-31904.4666714919,132379.656970167
"55",6,2017,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,1,0,1,0.278351964545312,15151.2837839913,50.6414059565361,1.2585762390227e-05,1,0.5,0.2,2,1,1,0,0,-1,0,1,0.278351964545312,15151.2837839913,-9584.24449308506
"56",6,2017,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,4,0,5,2,0,0.20943723545515,-949.418504789981,-158.365782542193,-6.18914697944063e-05,2,2.5,0.4,4,5,2,2,0,0,2,0,0.20943723545515,-949.418504789981,5138.16321389299
"57",6,2017,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-3,-1,0,3,-2,-1.37163536758226,11077.7702379065,-69.8622803053465,0.000126755922705448,-1.5,0,-0.3,-3,0,-2,0,0,-1,3,-2,-1.37163536758226,11077.7702379065,-38510.4775895518
"58",6,2017,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-1,1,2,2,3.21859921775896,32154.3777635334,15.1604322777922,0.000399254366590802,-0.5,0.5,-0.1,-1,1,0,0,0,-1,2,2,3.21859921775896,32154.3777635334,32217.6065916459
"59",6,2017,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-1,-1,1,-4,0.991428562850788,2880.35054194124,157.768593944631,-0.000156472789598652,0,-0.5,0,0,-1,0,0,0,-1,1,-4,0.991428562850788,2880.35054194124,16948.2207150745
"60",6,2017,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-2,1,-1,2,0.709220292646482,-8743.20519480988,-24.7066943898753,0.000224823029522141,0.5,0.5,0.1,1,1,0,0,0,-2,-1,2,0.709220292646482,-8743.20519480988,22927.6110477395
"61",7,2017,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,2,1,-1,5,-0.308212127280299,28284.8446036322,379.055745854568,2.28457063692401e-05,1.5,0.5,0.3,3,1,2,0,0,2,-1,5,-0.308212127280299,28284.8446036322,-34449.0871492382
"62",7,2017,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,1,1,1,-1.4093998955266,-16191.8679512556,126.593738516909,-0.000193122856937976,1,0.5,0.2,2,1,1,0,0,-1,1,1,-1.4093998955266,-16191.8679512556,-11996.1299592765
"63",7,2017,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-1,0,1,0,3.59746925063191,-35346.2870465437,-31.945726159475,4.41141841220545e-06,-0.5,0,-0.1,-1,0,0,0,0,-1,1,0,3.59746925063191,-35346.2870465437,107295.672059182
"64",7,2017,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,4,1,-1,1,3,0.188324444824318,26550.9576318919,9.11136241062458,3.28010324553415e-05,2,-0.5,0.4,4,-1,2,0,0,1,1,3,0.188324444824318,26550.9576318919,-22784.4687354055
"65",7,2017,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,0,0,-1,-1,1.24093486536215,9061.74835949265,61.3151247325046,-3.22817117522396e-05,-0.5,0,-0.1,-1,0,0,0,0,0,-1,-1,1.24093486536215,9061.74835949265,15756.9489477503
"66",7,2017,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,0,-1,2,-4,1.46101921325373,35682.3803969279,-166.904142987449,-0.000164182544896457,0,-0.5,0,0,-1,0,0,0,0,2,-4,1.46101921325373,35682.3803969279,-6461.9961318533
"67",7,2017,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,8,3,-1,2,-1,-1.7930234656644,23867.7323820676,-99.3209046201133,2.19613799951712e-05,4,-0.5,0.8,8,-1,4,0,1,3,2,-1,-1.7930234656644,23867.7323820676,-59728.2016953555
"68",7,2017,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,1,0,-1,0,0.684096027108066,-33093.1753166744,-92.8727278484851,-9.82253401544339e-05,1,0,0.2,2,0,1,0,0,1,-1,0,0.684096027108066,-33093.1753166744,46775.0958588357
"69",7,2017,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-1,1,-1,3,-0.909432407730037,17598.5818145979,-56.8016549607087,-3.10903071410737e-05,0.5,0.5,0.1,1,1,0,0,0,-1,-1,3,-0.909432407730037,17598.5818145979,-35787.2299691986
"70",7,2017,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-1,2,0,-2,3.09578351024606,12530.4579168207,19.8932719092535,-2.28297089708118e-05,0.5,1,0.1,1,2,0,1,0,-1,0,-2,3.09578351024606,12530.4579168207,49385.2122881005
"71",8,2017,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-1,1,-1,3,-0.590503513104728,45624.5307625249,-169.227471588369,9.10652091310395e-05,0.5,0.5,0.1,1,1,0,0,0,-1,-1,3,-0.590503513104728,45624.5307625249,-57434.6010246195
"72",8,2017,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,0,3,0,-1,-1.03689694387845,11595.9143042844,-83.7038602523024,5.4067053573274e-06,-0.5,1.5,-0.1,-1,3,0,2,0,0,0,-1,-1.03689694387845,11595.9143042844,-32333.8531818535
"73",8,2017,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,1,0,1,-1,-0.036321382216997,26363.557646253,17.0857455006648,8.1194983869534e-06,0,0,0,0,0,0,0,0,1,1,-1,-0.036321382216997,26363.557646253,-27089.9852905929
"74",8,2017,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,-2,1,1,-2,-2.62965016948693,16161.1682838653,149.759869971549,0.000128958253375945,1.5,0.5,0.3,3,1,2,0,0,-2,1,-2,-2.62965016948693,16161.1682838653,-68754.1716736038
"75",8,2017,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-1,0,2,0,1.67648391103975,-2795.35056042397,-15.0169205313246,-9.84772443207467e-06,0.5,0,0.1,1,0,0,0,0,-1,2,0,1.67648391103975,-2795.35056042397,36325.028781219
"76",8,2017,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,2,1,2,1,1.06551044821219,40662.8861695808,91.7229233636739,-4.11091065707899e-05,0.5,0.5,0.1,1,1,0,0,0,2,2,1,1.06551044821219,40662.8861695808,-19352.6772053371
